패턴 고유 ID (PK),"기획 소통용
탑_타입_번호","패턴 타입
0=이동
1=투사체
2=영역
3=소환수
4=트리거",세부 패턴 구분,지속 시간 (초 단위),예고 시간 (초 단위),기본 쿨타임 (초 단위),패턴 값,데미지 배율,패턴 발동 감지 범위 (월드 유닛 단위),이동 유지 시간 (초 단위),지그재그 폭 (월드 유닛 단위),점프 높이 (월드 유닛 단위),추적 유지 시간 (초 단위),"도망 패턴 타겟 유형
0=플레이어 반대 방향
1=밀집 지역
2=지정 위치",돌진 속도,"투사체 타입
0=직선
1=포물선
2=공전
3=레이저",투사체 속도,"투사체 크기
(월드 유닛 단위)",발사 개수,연속 발사 간격 (초 단위),투사체 유지 시간 (초 단위),"투사체 관통 타입
0=소멸
1=관통
2=반사","유도 여부
false = 유도 안 함
true = 유도함",포물선 최고점 높이 (월드 유닛 단위),공전 반경 (월드 유닛 단위),"범위 반경
(월드 유닛 단위)",범위 피해 간격 (초 단위),"타겟 기준
0=플레이어 기준
1=보스 기준
2=랜덤 구역",폭발 반경 (월드 유닛 단위),소환 몬스터 ID,소환수 마리수,"소환 범위
(월드 유닛 단위)","
소환 위치 기준
0=플레이어 기준
1=보스 기준","디버프 타입
0=지속피해
1=스턴
2=이동 속도 감소",디버프 지속 시간 (초 단위),디버프 수치,지속 피해 간격 (초 단위),"바리게이트 모양
0=직사각형
1=원형","바리게이트 타겟
0=플레이어만
1=보스만
2=플레이어, 보스 함께
3= 아무도 없는 위치","바리게이트
가로 길이
 (월드 유닛 단위)","바리게이트
직사각형
세로 길이
(월드 유닛 단위)","생성 기준점
0=플레이어 기준
1=보스 기준
2=고정 좌표
 (월드 유닛 단위)","생성 기준점 대비 X 오프셋
 (월드 유닛 단위)","생성 기준점 대비 Y 오프셋
 (월드 유닛 단위)",접촉 데미지,"이동 차단 여부
false = 이동 가능
true = 이동 불가"
220217,6_B_07,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220218,6_B_08,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,8,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220219,6_B_08,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220220,6_B_08,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220221,6_B_08,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220222,6_B_08,4,trigger_dirty_spawn,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,8,2,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220223,6_B_09,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,9,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220224,6_B_09,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220225,6_B_09,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220226,6_B_09,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220227,6_B_09,4,trigger_dirty_spawn,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,9,2,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220228,6_B_10,1,projectile_basic,null,null,2,null,1.2,1.5,null,null,null,null,null,null,0,1.5,0.1,10,0.2,2,0,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220229,6_B_10,3,summon_basic,null,null,null,null,null,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200001,6,3,0,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220230,6_B_10,3,summon_shield,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,200007,20,3,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220231,6_B_10,2,area_safe,5,8,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220232,6_B_10,4,trigger_dirty_spawn,20,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,10,2,1,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220233,7_B_01,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220234,7_B_02,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220235,7_B_03,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220236,7_B_03,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220237,7_B_04,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220238,7_B_04,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220239,7_B_04,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220240,7_B_05,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220241,7_B_05,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220242,7_B_05,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220243,7_B_06,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220244,7_B_06,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220245,7_B_06,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220246,7_B_06,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,1,null,1,null,null,1,TRUE
220247,7_B_07,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220248,7_B_07,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220249,7_B_07,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220250,7_B_07,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,1,null,1,null,null,1,TRUE
220251,7_B_08,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220252,7_B_08,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220253,7_B_08,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220254,7_B_08,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,1,null,1,null,null,1,TRUE
220255,7_B_08,4,trigger_enrage,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220256,7_B_09,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220257,7_B_09,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220258,7_B_09,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220259,7_B_09,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,1,null,1,null,null,1,TRUE
220260,7_B_09,4,trigger_enrage,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220261,7_B_10,0,move_jump,null,3,null,1.5,2,2,null,null,2,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220262,7_B_10,1,projectile_throw,null,null,3,null,2,2,null,null,null,null,null,null,1,0.8,0.4,2,0.8,7,1,FALSE,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220263,7_B_10,2,area_danger,5,8,null,null,2,null,null,null,null,null,null,null,null,null,0.5,8,null,null,null,FALSE,null,null,3,0.2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
220264,7_B_10,2,area_barrier,10,3,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,1,null,1,null,null,1,TRUE
220265,7_B_10,4,trigger_enrage,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE
